Timestamp,Temperature,GasLevel,Pressure,Humidity,WorkerCount,Maintenance,Permit,MachineStatus,Zone,Risk
2026-06-20 02:07:58,24.4,235.6,3.41,35.0,26,No,Yes,Normal,Zone A,Safe
2026-04-04 14:12:52,37.3,115.7,3.73,69.1,22,No,No,Warning,Zone D,Safe
2026-04-26 07:48:59,38.8,246.1,2.32,44.2,15,Yes,Yes,Normal,Zone D,Safe
2026-01-17 00:48:35,44.3,106.1,3.28,69.5,24,No,Yes,Normal,Zone B,Safe
2026-05-01 05:05:51,38.3,101.9,2.87,52.1,7,No,Yes,Warning,Zone B,Safe
2026-06-11 07:39:11,27.9,106.6,2.76,83.5,9,No,Yes,Normal,Zone D,Safe
2026-02-07 19:46:12,37.7,288.8,3.07,60.2,26,Yes,Yes,Fault,Zone A,Warning
2026-03-03 01:58:47,32.9,424.8,3.11,46.8,3,Yes,Yes,Warning,Zone D,Warning
2026-02-05 08:33:01,28.1,183.8,2.73,40.6,16,Yes,No,Normal,Zone B,Safe
2026-01-24 15:49:52,33.2,244.3,3.04,87.8,13,Yes,No,Warning,Zone D,Safe
2026-02-15 00:10:11,34.4,139.3,3.19,53.1,10,No,No,Normal,Zone B,Safe
2026-02-01 08:26:51,31.4,257.1,2.91,86.2,10,Yes,Yes,Fault,Zone A,Warning
2026-04-26 16:23:08,25.0,236.7,3.68,35.8,24,No,Yes,Normal,Zone D,Warning
2026-04-12 11:30:45,35.5,77.1,2.98,71.8,17,Yes,Yes,Fault,Zone A,Warning
2026-03-11 08:45:44,39.5,93.7,3.49,47.6,28,Yes,Yes,Fault,Zone A,Warning
2026-01-28 06:19:56,39.1,226.2,3.06,77.9,22,Yes,No,Normal,Zone B,Safe
2026-02-14 12:24:44,65.8,299.8,3.29,77.7,19,Yes,Yes,Warning,Zone C,Warning
2026-05-12 02:45:42,32.5,248.3,2.41,64.7,30,No,Yes,Fault,Zone C,Warning
2026-01-12 20:59:01,33.1,176.4,2.53,62.6,8,No,No,Normal,Zone C,Safe
2026-01-09 00:51:48,40.5,34.9,2.56,37.6,15,No,Yes,Normal,Zone D,Safe
2026-01-05 08:30:09,43.7,320.4,2.86,42.9,20,Yes,Yes,Fault,Zone B,Critical
2026-05-08 11:01:35,29.2,199.5,2.82,62.4,17,No,Yes,Warning,Zone A,Safe
2026-06-20 21:35:03,29.8,302.7,3.21,88.6,29,Yes,No,Warning,Zone B,Warning
2026-04-15 17:14:22,18.8,196.8,2.47,56.3,15,No,Yes,Fault,Zone C,Warning
2026-01-10 15:16:31,41.8,110.5,3.63,40.4,30,Yes,Yes,Warning,Zone A,Warning
2026-02-18 07:16:05,31.2,121.2,3.68,69.6,29,Yes,Yes,Warning,Zone C,Warning
2026-04-25 20:51:39,38.2,214.0,3.63,66.7,20,Yes,No,Normal,Zone C,Safe
2026-05-03 13:34:34,22.8,136.4,3.43,30.9,17,No,No,Normal,Zone A,Safe
2026-03-01 05:51:11,29.3,158.6,3.74,35.9,21,No,No,Normal,Zone A,Safe
2026-02-09 11:28:44,9.1,87.8,2.67,53.9,11,Yes,No,Normal,Zone D,Safe
2026-04-08 09:41:54,25.0,318.9,3.46,32.7,18,No,Yes,Normal,Zone A,Warning
2026-02-09 18:09:28,46.5,50.8,3.38,69.5,29,Yes,Yes,Warning,Zone B,Warning
2026-03-24 02:42:42,35.1,161.8,2.83,65.1,14,Yes,Yes,Warning,Zone C,Safe
2026-02-05 21:31:35,35.9,239.6,3.59,57.5,29,Yes,No,Normal,Zone B,Warning
2026-06-22 12:44:03,25.1,241.8,2.84,53.2,22,Yes,No,Fault,Zone D,Warning
2026-04-04 21:29:51,37.2,124.0,2.7,80.7,20,Yes,Yes,Normal,Zone B,Safe
2026-01-13 05:29:14,31.1,124.0,2.62,71.8,29,No,Yes,Normal,Zone C,Safe
2026-05-24 03:09:07,42.2,207.7,3.21,46.9,26,No,Yes,Warning,Zone B,Safe
2026-05-15 19:42:49,40.0,229.7,2.44,78.4,26,Yes,No,Normal,Zone D,Safe
2026-02-02 18:23:35,34.8,190.6,3.44,50.4,8,Yes,No,Warning,Zone C,Safe
2026-04-22 07:04:06,30.3,319.8,2.58,75.3,27,Yes,Yes,Normal,Zone B,Warning
2026-06-17 17:35:38,45.4,181.9,3.14,53.4,13,No,No,Normal,Zone C,Safe
2026-04-27 14:50:33,32.5,155.6,2.49,87.0,12,No,No,Normal,Zone A,Safe
2026-06-23 03:58:30,35.8,233.6,2.39,47.6,29,No,Yes,Fault,Zone C,Warning
2026-06-01 09:47:55,51.7,288.4,2.2,75.1,2,Yes,No,Warning,Zone C,Warning
2026-05-06 21:22:12,40.0,236.6,2.79,33.5,14,Yes,No,Fault,Zone B,Warning
2026-01-10 00:49:48,27.8,0.0,3.69,83.3,9,Yes,No,Normal,Zone B,Safe
2026-02-08 01:50:04,28.4,151.1,3.01,67.1,12,No,Yes,Fault,Zone C,Warning
2026-01-27 17:47:29,30.5,141.0,2.9,79.3,20,No,Yes,Fault,Zone C,Warning
2026-04-20 04:46:46,31.2,200.9,2.08,78.8,17,No,No,Warning,Zone D,Safe
2026-01-22 22:09:07,23.7,120.2,3.48,35.0,23,No,Yes,Normal,Zone D,Safe
2026-05-26 01:41:59,37.5,312.8,3.23,36.7,22,No,Yes,Fault,Zone C,Critical
2026-03-12 02:37:01,33.7,152.8,2.8,58.1,13,Yes,No,Warning,Zone B,Safe
2026-03-30 18:23:35,37.6,105.5,3.06,87.7,14,No,No,Warning,Zone D,Safe
2026-02-08 18:02:14,47.3,49.9,2.38,82.1,22,Yes,No,Fault,Zone B,Warning
2026-04-30 10:09:41,36.8,181.1,2.85,88.2,22,Yes,No,Fault,Zone C,Warning
2026-04-13 04:53:30,28.8,384.8,3.0,71.7,3,Yes,No,Normal,Zone B,Warning
2026-02-08 13:26:55,52.2,110.9,3.24,32.7,5,Yes,Yes,Normal,Zone D,Warning
2026-06-24 01:06:33,36.5,170.0,3.29,67.2,20,Yes,No,Warning,Zone B,Safe
2026-02-03 04:58:38,28.3,126.1,1.74,65.0,23,No,No,Warning,Zone B,Safe
2026-03-06 11:01:20,30.8,7.9,2.98,78.8,5,Yes,Yes,Warning,Zone B,Safe
2026-02-01 23:42:06,27.8,224.3,2.14,86.0,6,No,Yes,Fault,Zone B,Warning
2026-01-25 17:29:40,49.7,173.4,2.66,78.6,30,Yes,No,Normal,Zone D,Safe
2026-06-26 11:58:34,21.3,301.8,2.74,54.9,22,No,No,Fault,Zone D,Warning
2026-05-14 03:17:52,44.9,170.2,2.77,81.9,27,No,Yes,Fault,Zone D,Warning
2026-02-22 19:30:30,35.0,184.2,2.57,57.0,15,No,Yes,Fault,Zone C,Warning
2026-04-15 11:46:11,40.0,56.8,3.07,70.3,25,No,Yes,Warning,Zone D,Safe
2026-05-25 23:21:08,22.7,295.0,2.97,61.2,3,No,Yes,Warning,Zone C,Safe
2026-03-31 03:31:20,29.0,190.3,3.58,81.1,11,Yes,Yes,Normal,Zone B,Warning
2026-01-26 16:42:02,51.5,338.0,2.68,38.0,13,Yes,Yes,Normal,Zone D,Critical
2026-01-25 14:07:32,42.8,314.0,3.24,42.8,14,No,No,Warning,Zone A,Safe
2026-05-21 07:37:31,43.5,21.7,2.21,84.2,7,No,No,Fault,Zone A,Safe
2026-05-11 19:55:27,18.7,198.0,1.71,77.0,28,No,No,Normal,Zone C,Safe
2026-03-15 06:39:38,48.0,55.8,1.95,57.5,10,No,No,Fault,Zone B,Safe
2026-04-09 14:03:41,34.6,179.4,3.0,49.7,16,Yes,No,Warning,Zone D,Safe
2026-06-07 07:54:34,24.6,240.3,2.98,40.9,1,No,No,Fault,Zone D,Safe
2026-06-22 07:35:18,27.5,247.3,2.65,58.4,24,Yes,No,Normal,Zone A,Safe
2026-04-22 08:03:18,27.1,225.4,2.53,40.6,30,No,Yes,Normal,Zone D,Safe
2026-04-13 11:45:43,28.7,50.9,2.7,51.9,5,No,Yes,Normal,Zone C,Safe
2026-02-01 17:04:42,50.7,183.2,2.45,82.4,13,No,Yes,Warning,Zone C,Warning
2026-06-28 03:05:59,36.7,256.6,2.49,74.9,11,No,No,Warning,Zone C,Safe
2026-01-29 23:15:11,30.8,128.2,2.66,67.1,27,Yes,No,Normal,Zone A,Safe
2026-06-27 03:33:15,16.6,123.6,1.7,74.8,12,Yes,Yes,Fault,Zone A,Warning
2026-02-20 05:11:42,39.6,208.0,4.34,36.4,25,Yes,Yes,Normal,Zone A,Warning
2026-03-19 19:56:25,44.0,317.1,1.57,44.5,20,Yes,Yes,Normal,Zone D,Warning
2026-01-25 07:13:39,28.9,52.0,2.48,37.2,22,Yes,Yes,Warning,Zone C,Warning
2026-06-16 20:32:34,26.3,199.6,3.26,70.7,25,No,Yes,Fault,Zone A,Warning
2026-06-25 16:01:07,34.9,313.2,2.84,65.2,25,Yes,No,Normal,Zone A,Warning
2026-02-08 03:47:46,28.1,140.4,3.59,37.7,30,No,No,Warning,Zone B,Safe
2026-03-18 12:44:05,28.0,55.5,3.26,51.4,3,Yes,Yes,Fault,Zone C,Warning
2026-03-09 13:58:16,50.3,182.5,2.86,44.2,28,Yes,Yes,Warning,Zone D,Warning
2026-05-29 20:24:39,29.8,136.2,2.5,40.4,22,No,Yes,Fault,Zone C,Warning
2026-02-03 12:56:58,28.1,0.0,3.14,88.9,1,No,No,Normal,Zone D,Safe
2026-05-26 06:18:48,33.1,98.3,2.51,40.3,12,No,Yes,Warning,Zone B,Safe
2026-03-09 21:12:37,41.0,227.5,2.9,63.4,24,No,No,Warning,Zone D,Safe
2026-03-08 06:22:52,21.6,228.9,2.47,49.4,27,No,No,Normal,Zone A,Safe
2026-01-01 17:45:15,39.6,205.2,1.43,44.5,9,No,Yes,Warning,Zone D,Safe
2026-03-02 09:00:08,37.1,98.6,3.12,39.3,11,Yes,No,Warning,Zone B,Safe
2026-05-01 13:17:17,21.7,430.5,1.99,33.1,16,Yes,No,Warning,Zone C,Warning
2026-03-23 01:13:31,28.1,145.4,3.3,45.3,9,No,Yes,Fault,Zone B,Warning
2026-06-09 02:33:45,30.4,279.6,3.19,65.7,3,Yes,No,Warning,Zone B,Safe
2026-02-01 08:27:01,15.2,108.3,3.09,79.8,23,No,No,Warning,Zone A,Safe
2026-01-16 00:49:30,33.4,195.3,2.84,40.9,3,No,Yes,Warning,Zone B,Safe
2026-06-20 07:18:37,35.7,166.0,3.38,38.4,10,No,No,Fault,Zone C,Safe
2026-01-11 08:33:11,37.0,126.5,3.09,39.8,14,No,No,Fault,Zone D,Safe
2026-06-07 06:16:41,38.2,142.1,2.94,51.5,9,No,No,Normal,Zone A,Safe
2026-04-03 02:36:48,51.6,155.7,3.27,79.0,24,Yes,No,Normal,Zone B,Warning
2026-02-28 17:53:37,18.7,89.3,1.86,74.9,7,Yes,No,Warning,Zone C,Safe
2026-06-27 01:54:42,32.2,37.8,2.81,84.0,4,Yes,No,Normal,Zone C,Safe
2026-02-03 16:15:19,41.6,0.0,2.92,37.0,6,No,Yes,Fault,Zone B,Warning
2026-06-18 00:00:30,41.2,194.9,3.08,50.1,9,Yes,Yes,Fault,Zone C,Warning
2026-04-08 21:56:35,37.7,142.6,3.12,83.6,23,Yes,No,Normal,Zone A,Safe
2026-01-19 18:26:30,53.2,136.1,3.0,48.7,19,No,No,Warning,Zone D,Safe
2026-01-08 02:34:47,41.6,103.0,2.84,75.7,11,Yes,Yes,Warning,Zone D,Safe
2026-03-27 10:38:13,31.2,148.7,3.21,79.3,4,Yes,No,Warning,Zone A,Safe
2026-01-27 13:37:33,32.8,91.9,2.58,43.8,19,Yes,Yes,Normal,Zone C,Safe
2026-05-16 20:39:57,38.0,266.7,3.29,68.5,3,Yes,Yes,Fault,Zone D,Warning
2026-02-01 13:51:06,38.3,348.9,2.41,40.9,20,Yes,No,Warning,Zone D,Warning
2026-06-15 20:38:25,25.0,195.4,3.22,54.1,10,No,No,Fault,Zone A,Safe
2026-01-14 18:12:22,40.2,175.0,2.94,60.4,20,Yes,Yes,Fault,Zone B,Warning
2026-05-16 19:56:04,26.0,161.7,2.82,82.3,9,Yes,Yes,Normal,Zone B,Safe
2026-06-05 00:28:15,35.9,245.3,3.04,72.4,18,Yes,Yes,Normal,Zone D,Safe
2026-05-22 20:58:36,36.8,202.5,2.23,66.4,15,No,No,Normal,Zone B,Safe
2026-03-13 20:46:08,47.7,134.0,2.31,89.1,10,No,No,Normal,Zone B,Safe
2026-01-05 19:20:41,34.0,408.5,3.06,53.9,30,No,Yes,Warning,Zone A,Warning
2026-06-21 01:55:58,33.7,141.6,2.29,62.2,18,Yes,Yes,Warning,Zone B,Safe
2026-01-23 08:28:15,21.8,159.3,3.11,50.8,3,Yes,Yes,Warning,Zone C,Safe
2026-02-14 04:32:06,32.3,330.2,2.67,38.5,15,Yes,No,Fault,Zone C,Warning
2026-01-15 15:29:11,23.0,179.4,2.14,55.1,23,No,No,Fault,Zone D,Warning
2026-01-21 23:36:56,33.2,242.7,3.72,30.8,15,Yes,Yes,Warning,Zone C,Warning
2026-01-01 08:06:12,44.0,88.5,3.06,87.7,20,No,Yes,Normal,Zone B,Safe
2026-03-30 15:59:33,32.8,80.4,4.09,34.0,22,Yes,No,Fault,Zone A,Warning
2026-03-11 21:40:06,35.5,109.6,3.14,83.9,25,Yes,No,Fault,Zone D,Warning
2026-03-11 04:48:18,30.4,130.8,2.78,63.9,30,No,Yes,Fault,Zone D,Warning
2026-06-27 08:27:40,30.7,305.0,1.47,56.4,21,No,Yes,Warning,Zone C,Warning
2026-03-01 15:15:23,45.0,0.0,2.63,81.7,14,No,No,Fault,Zone A,Safe
2026-01-24 08:12:38,32.0,166.5,3.06,46.2,28,Yes,No,Warning,Zone D,Safe
2026-01-16 02:44:24,26.1,337.7,3.27,31.6,10,No,Yes,Warning,Zone A,Warning
2026-02-05 23:14:12,45.2,116.6,2.44,70.3,11,No,No,Normal,Zone D,Safe
2026-01-21 21:07:15,30.8,224.0,2.19,36.0,28,Yes,No,Warning,Zone A,Safe
2026-03-08 02:37:24,40.7,253.2,2.33,81.3,7,No,No,Fault,Zone D,Safe
2026-04-05 00:37:55,32.1,284.3,2.26,47.6,25,Yes,Yes,Warning,Zone B,Warning
2026-02-23 22:42:46,39.9,29.7,3.68,83.6,30,No,No,Fault,Zone D,Warning
2026-02-19 02:16:11,30.8,274.4,2.45,65.4,4,Yes,Yes,Fault,Zone B,Warning
2026-01-18 09:29:28,23.7,248.1,2.09,54.6,10,Yes,No,Normal,Zone B,Safe
2026-02-23 08:17:50,18.3,332.7,2.91,75.8,27,Yes,No,Normal,Zone B,Warning
2026-06-27 17:32:45,34.2,267.5,2.78,78.0,16,No,No,Warning,Zone D,Safe
2026-03-24 21:14:54,32.1,174.9,2.95,68.0,16,Yes,No,Fault,Zone B,Warning
2026-06-19 11:56:17,21.3,123.9,2.59,80.1,13,Yes,Yes,Normal,Zone C,Safe
2026-04-06 05:22:26,35.1,211.3,2.53,31.1,25,No,No,Fault,Zone C,Warning
2026-05-28 12:05:13,28.8,33.3,3.08,63.3,27,Yes,No,Fault,Zone C,Warning
2026-01-20 10:15:20,43.2,222.5,2.93,66.0,27,No,Yes,Warning,Zone D,Safe
2026-06-03 20:19:24,42.9,89.7,3.06,84.9,12,No,No,Warning,Zone C,Safe
2026-05-07 21:02:29,20.3,64.8,2.49,40.0,28,Yes,Yes,Fault,Zone D,Warning
2026-01-31 08:12:53,35.2,148.7,2.9,66.2,8,No,Yes,Warning,Zone D,Safe
2026-04-05 05:38:51,30.1,53.4,2.34,73.1,23,No,No,Fault,Zone B,Warning
2026-05-28 10:46:55,24.2,231.7,1.92,58.6,16,Yes,Yes,Fault,Zone C,Warning
2026-05-10 14:43:08,38.9,196.6,2.37,31.9,28,Yes,No,Normal,Zone D,Safe
2026-02-12 05:51:08,40.6,234.7,2.04,33.1,1,Yes,No,Fault,Zone B,Warning
2026-02-07 06:07:17,55.5,171.4,3.37,36.4,3,No,No,Warning,Zone D,Safe
2026-01-07 17:09:41,29.4,196.2,2.63,59.7,21,Yes,No,Fault,Zone D,Warning
2026-03-31 16:11:56,30.0,343.1,3.15,78.0,11,No,Yes,Fault,Zone A,Warning
2026-04-26 05:41:10,30.5,82.1,3.26,65.4,8,No,Yes,Fault,Zone A,Warning
2026-04-28 22:47:45,29.2,157.7,2.76,41.1,14,Yes,Yes,Warning,Zone B,Safe
2026-01-09 15:37:32,40.0,275.8,2.86,73.9,23,No,Yes,Normal,Zone C,Safe
2026-03-17 08:56:26,39.5,277.3,3.22,45.0,26,Yes,No,Warning,Zone C,Safe
2026-01-13 22:27:38,38.7,42.6,2.77,89.3,14,Yes,Yes,Fault,Zone D,Warning
2026-05-05 11:31:46,38.4,198.7,2.94,84.9,19,Yes,Yes,Normal,Zone A,Safe
2026-02-11 05:02:59,24.8,220.2,2.69,88.3,20,No,Yes,Warning,Zone B,Safe
2026-04-21 19:50:41,34.7,241.3,2.81,49.1,8,No,No,Warning,Zone C,Safe
2026-03-28 05:51:58,35.2,53.5,3.05,37.2,22,Yes,No,Warning,Zone B,Safe
2026-01-31 17:17:55,36.8,136.9,3.43,33.9,3,No,No,Fault,Zone C,Safe
2026-03-18 01:23:59,27.8,217.1,1.84,77.4,21,No,No,Warning,Zone C,Safe
2026-01-19 22:35:10,43.3,46.3,2.93,44.0,7,No,No,Normal,Zone B,Safe
2026-02-08 13:00:50,42.1,244.2,2.82,77.9,13,No,No,Fault,Zone C,Safe
2026-02-17 17:50:46,30.9,306.8,3.95,82.4,1,No,No,Normal,Zone A,Warning
2026-05-28 06:48:05,32.1,28.6,1.92,74.3,30,No,No,Normal,Zone C,Safe
2026-05-23 05:17:20,31.6,154.6,2.13,47.8,8,Yes,No,Fault,Zone B,Warning
2026-03-21 06:07:11,27.7,6.0,2.2,70.8,21,Yes,Yes,Warning,Zone D,Warning
2026-02-19 23:19:39,42.9,160.7,2.78,66.8,2,No,Yes,Normal,Zone C,Safe
2026-01-01 05:38:27,40.4,285.0,3.61,60.8,11,No,Yes,Normal,Zone B,Safe
2026-02-24 23:52:39,29.9,132.2,2.49,76.8,26,No,No,Normal,Zone C,Safe
2026-04-13 14:13:41,30.6,135.4,2.72,88.1,30,No,No,Fault,Zone C,Warning
2026-01-20 09:18:34,46.4,128.6,2.38,78.9,26,Yes,No,Normal,Zone B,Safe
2026-05-14 10:30:12,38.8,116.5,2.45,62.2,25,Yes,No,Fault,Zone C,Warning
2026-01-18 15:08:29,47.4,341.6,2.49,83.3,3,No,Yes,Warning,Zone A,Warning
2026-05-02 14:15:53,31.9,228.9,3.34,63.1,15,No,No,Fault,Zone D,Safe
2026-05-07 21:06:30,33.6,108.2,2.11,73.4,27,No,Yes,Fault,Zone B,Warning
2026-02-18 06:59:33,29.2,104.3,2.8,43.2,16,Yes,No,Fault,Zone B,Warning
2026-03-22 02:58:24,30.9,200.1,2.79,58.8,21,Yes,No,Fault,Zone C,Warning
2026-04-10 22:53:47,44.5,288.5,2.97,50.9,21,No,Yes,Normal,Zone A,Safe
2026-05-10 14:56:25,40.5,346.2,3.09,77.8,2,No,No,Normal,Zone A,Safe
2026-05-12 11:25:51,32.1,264.0,3.01,82.0,8,Yes,No,Warning,Zone C,Safe
2026-01-15 09:38:37,41.6,225.7,3.33,67.1,22,No,Yes,Warning,Zone A,Safe
2026-05-16 11:51:22,44.4,121.6,3.04,82.9,27,No,No,Warning,Zone A,Safe
2026-03-27 18:20:36,33.7,193.2,3.4,39.6,23,No,Yes,Warning,Zone D,Safe
2026-01-19 18:30:23,28.5,217.6,3.0,60.4,8,No,Yes,Fault,Zone C,Warning
2026-06-28 07:50:03,36.5,184.2,2.12,68.0,18,No,Yes,Warning,Zone C,Safe
2026-06-18 10:47:40,41.0,314.6,2.91,36.4,7,Yes,No,Normal,Zone B,Warning
2026-05-24 10:17:21,37.0,322.0,2.75,68.0,21,Yes,Yes,Warning,Zone B,Warning
2026-05-18 02:52:54,37.2,195.8,3.0,34.1,5,Yes,Yes,Fault,Zone B,Warning
2026-03-10 15:07:01,43.6,87.6,2.87,50.8,19,Yes,Yes,Warning,Zone B,Safe
2026-06-26 20:56:35,29.4,136.8,2.86,82.3,26,Yes,No,Normal,Zone B,Safe
2026-02-10 02:12:37,30.5,213.9,3.58,71.0,18,No,Yes,Normal,Zone A,Safe
2026-01-20 13:26:55,34.5,26.9,2.6,89.8,5,Yes,No,Normal,Zone C,Safe
2026-02-23 03:23:53,23.4,0.0,3.02,71.6,1,Yes,No,Normal,Zone B,Safe
2026-05-20 05:17:44,31.0,281.0,3.46,46.4,24,No,Yes,Fault,Zone A,Warning
2026-02-21 19:57:03,40.2,171.1,3.72,53.9,16,No,No,Fault,Zone A,Warning
2026-04-12 20:35:30,26.4,260.8,2.7,43.8,15,Yes,Yes,Fault,Zone C,Warning
2026-02-12 13:14:37,25.0,309.9,2.76,88.1,15,Yes,Yes,Warning,Zone D,Warning
2026-04-26 16:45:15,43.9,204.3,2.68,76.6,14,Yes,No,Fault,Zone D,Warning
2026-02-21 17:12:41,39.6,220.3,3.12,37.9,3,Yes,No,Fault,Zone B,Warning
2026-04-23 00:26:44,45.6,292.4,3.05,58.9,3,Yes,No,Fault,Zone C,Warning
2026-06-06 09:56:09,29.6,342.1,2.78,33.9,13,No,No,Fault,Zone D,Warning
2026-01-08 18:05:47,23.6,36.8,3.08,77.9,4,Yes,Yes,Warning,Zone D,Safe
2026-03-26 02:25:04,31.4,9.9,2.57,66.0,29,Yes,No,Warning,Zone D,Safe
2026-06-21 18:16:31,15.6,272.1,2.25,81.6,13,No,Yes,Warning,Zone D,Safe
2026-03-24 23:15:05,27.3,175.7,2.8,67.1,11,No,No,Normal,Zone D,Safe
2026-02-20 01:23:43,25.7,227.2,3.69,30.6,3,Yes,Yes,Normal,Zone D,Warning
2026-05-15 03:31:31,36.7,0.0,2.68,32.0,4,No,Yes,Fault,Zone A,Warning
2026-02-09 04:22:54,29.5,163.9,2.43,38.0,19,No,Yes,Warning,Zone C,Safe
2026-06-09 01:07:21,49.4,237.7,2.51,40.0,28,No,Yes,Warning,Zone C,Safe
2026-05-24 08:15:51,39.6,204.8,2.4,72.4,12,Yes,Yes,Normal,Zone D,Safe
2026-05-28 17:34:08,35.5,121.8,3.15,72.8,8,Yes,No,Fault,Zone C,Warning
2026-01-22 13:11:54,38.1,127.8,3.34,78.9,4,No,Yes,Warning,Zone A,Safe
2026-02-14 01:02:04,45.5,197.8,3.84,61.6,20,No,Yes,Normal,Zone C,Safe
2026-02-06 12:47:29,29.5,146.7,2.9,33.6,23,No,No,Warning,Zone A,Safe
2026-01-17 20:19:22,29.8,136.5,2.64,88.6,6,Yes,No,Normal,Zone B,Safe
2026-06-03 17:35:22,38.4,87.2,2.54,77.4,24,Yes,Yes,Fault,Zone B,Warning
2026-05-28 00:19:30,34.8,372.8,3.66,43.7,13,No,No,Warning,Zone B,Warning
2026-05-17 17:41:18,38.5,78.5,3.08,70.8,12,No,No,Fault,Zone A,Safe
2026-06-03 21:31:49,32.9,29.8,3.0,74.6,29,Yes,Yes,Normal,Zone A,Warning
2026-02-17 05:31:01,40.2,12.2,2.35,52.3,22,Yes,No,Warning,Zone D,Safe
2026-05-12 02:16:23,36.8,274.2,3.64,59.2,16,No,No,Warning,Zone B,Safe
2026-03-31 11:56:47,31.3,33.0,2.51,65.5,25,Yes,No,Warning,Zone A,Safe
2026-03-21 04:06:09,46.8,304.2,2.49,72.9,10,No,No,Normal,Zone B,Safe
